a,all,also,an,and,any,are,as,at,be,been,but,by,can,do,down,even,every,for,from,had,has,have,her,his,if,in,into,is,it,its,may,more,must,my,no,not,now,of,on,one,only,or,our,should,so,some,such,than,that,the,their,then,there,things,this,to,up,upon,was,were,what,when,which,who,will,with,would,your,BookID,target
57.0,8.0,0.0,12.0,76.0,10.0,2.0,10.0,7.0,15.0,6.0,8.0,8.0,1.0,3.0,0.0,0.0,9.0,17.0,7.0,19.0,0.0,4.0,39.0,12.0,0.0,28.0,5.0,1.0,11.0,2.0,0.0,2.0,3.0,0.0,8.0,12.0,3.0,68.0,6.0,4.0,2.0,6.0,1.0,2.0,10.0,2.0,10.0,1.0,11.0,65.0,3.0,1.0,2.0,2.0,1.0,41.0,1.0,3.0,35.0,10.0,4.0,0.0,10.0,5.0,1.0,19.0,11.0,1.0,4.0,P
45.0,12.0,0.0,4.0,63.0,7.0,4.0,23.0,8.0,18.0,5.0,17.0,3.0,4.0,4.0,0.0,0.0,9.0,9.0,2.0,26.0,4.0,6.0,31.0,18.0,3.0,32.0,2.0,17.0,16.0,1.0,2.0,3.0,2.0,4.0,9.0,18.0,4.0,53.0,6.0,11.0,2.0,5.0,0.0,3.0,10.0,5.0,6.0,1.0,14.0,56.0,7.0,1.0,5.0,0.0,3.0,49.0,2.0,1.0,37.0,7.0,7.0,3.0,4.0,5.0,0.0,17.0,7.0,0.0,4.0,P
33.0,4.0,0.0,4.0,41.0,13.0,6.0,20.0,10.0,42.0,6.0,17.0,6.0,3.0,9.0,0.0,1.0,3.0,12.0,3.0,16.0,4.0,14.0,14.0,13.0,7.0,22.0,1.0,23.0,20.0,1.0,5.0,6.0,9.0,1.0,11.0,35.0,3.0,45.0,5.0,2.0,3.0,5.0,1.0,8.0,13.0,5.0,3.0,1.0,21.0,41.0,2.0,2.0,9.0,0.0,3.0,53.0,4.0,0.0,16.0,3.0,11.0,2.0,6.0,2.0,8.0,19.0,8.0,7.0,4.0,P
48.0,12.0,0.0,5.0,41.0,15.0,3.0,12.0,8.0,24.0,5.0,11.0,8.0,5.0,16.0,0.0,0.0,2.0,14.0,4.0,7.0,4.0,18.0,37.0,3.0,4.0,14.0,0.0,14.0,10.0,2.0,8.0,6.0,4.0,6.0,6.0,30.0,2.0,45.0,7.0,4.0,6.0,10.0,1.0,3.0,7.0,3.0,10.0,4.0,18.0,42.0,2.0,0.0,7.0,0.0,4.0,49.0,1.0,2.0,9.0,6.0,3.0,2.0,5.0,2.0,19.0,17.0,6.0,6.0,4.0,P
37.0,7.0,0.0,5.0,40.0,10.0,5.0,12.0,11.0,22.0,11.0,17.0,2.0,4.0,10.0,0.0,0.0,5.0,17.0,7.0,17.0,8.0,27.0,37.0,4.0,5.0,27.0,0.0,12.0,27.0,0.0,1.0,7.0,1.0,12.0,10.0,29.0,0.0,57.0,8.0,8.0,4.0,7.0,0.0,4.0,14.0,3.0,4.0,6.0,12.0,43.0,0.0,1.0,12.0,0.0,2.0,52.0,2.0,0.0,19.0,4.0,9.0,1.0,11.0,1.0,7.0,9.0,16.0,9.0,4.0,P
47.0,6.0,0.0,8.0,61.0,8.0,2.0,29.0,11.0,20.0,6.0,15.0,3.0,0.0,6.0,1.0,0.0,6.0,12.0,4.0,17.0,3.0,7.0,13.0,9.0,3.0,28.0,0.0,16.0,40.0,4.0,2.0,4.0,10.0,12.0,9.0,21.0,1.0,49.0,11.0,5.0,4.0,1.0,0.0,3.0,14.0,1.0,7.0,4.0,9.0,68.0,0.0,3.0,5.0,0.0,5.0,54.0,1.0,0.0,37.0,4.0,3.0,2.0,3.0,4.0,3.0,12.0,10.0,1.0,4.0,P
45.0,6.0,0.0,1.0,38.0,8.0,7.0,13.0,9.0,17.0,9.0,16.0,3.0,5.0,23.0,2.0,1.0,4.0,13.0,0.0,9.0,0.0,27.0,18.0,8.0,10.0,19.0,1.0,24.0,35.0,1.0,2.0,1.0,11.0,8.0,18.0,34.0,4.0,38.0,0.0,3.0,1.0,4.0,0.0,6.0,11.0,2.0,5.0,2.0,19.0,49.0,0.0,1.0,4.0,0.0,6.0,56.0,4.0,2.0,18.0,5.0,13.0,1.0,5.0,0.0,8.0,19.0,18.0,12.0,4.0,P
30.0,8.0,0.0,9.0,49.0,3.0,8.0,13.0,8.0,20.0,4.0,13.0,6.0,3.0,9.0,1.0,1.0,5.0,16.0,2.0,11.0,5.0,13.0,26.0,19.0,6.0,19.0,0.0,21.0,22.0,0.0,6.0,6.0,1.0,11.0,2.0,18.0,2.0,38.0,2.0,4.0,2.0,4.0,2.0,7.0,7.0,7.0,1.0,6.0,16.0,35.0,2.0,4.0,2.0,0.0,11.0,53.0,3.0,2.0,19.0,1.0,6.0,0.0,0.0,6.0,15.0,11.0,9.0,8.0,4.0,P
49.0,9.0,0.0,2.0,42.0,11.0,11.0,27.0,10.0,31.0,4.0,11.0,6.0,4.0,5.0,0.0,2.0,2.0,19.0,3.0,8.0,8.0,18.0,50.0,7.0,6.0,24.0,3.0,40.0,21.0,0.0,8.0,3.0,4.0,7.0,11.0,30.0,3.0,47.0,6.0,2.0,4.0,4.0,0.0,3.0,14.0,1.0,9.0,5.0,22.0,34.0,1.0,1.0,4.0,0.0,6.0,66.0,2.0,3.0,6.0,2.0,6.0,1.0,3.0,2.0,8.0,14.0,9.0,8.0,4.0,P
34.0,7.0,0.0,4.0,70.0,9.0,5.0,18.0,12.0,12.0,7.0,21.0,4.0,3.0,3.0,1.0,0.0,1.0,11.0,3.0,27.0,3.0,10.0,28.0,18.0,3.0,22.0,2.0,8.0,18.0,2.0,1.0,10.0,3.0,3.0,6.0,25.0,3.0,47.0,10.0,2.0,8.0,4.0,0.0,1.0,11.0,1.0,7.0,13.0,24.0,43.0,1.0,1.0,3.0,0.0,3.0,56.0,2.0,1.0,29.0,5.0,6.0,4.0,8.0,2.0,4.0,23.0,5.0,2.0,4.0,P
38.0,9.0,0.0,6.0,52.0,7.0,5.0,13.0,8.0,28.0,2.0,13.0,6.0,8.0,7.0,0.0,1.0,2.0,15.0,3.0,9.0,1.0,12.0,9.0,12.0,0.0,23.0,3.0,27.0,47.0,6.0,4.0,3.0,6.0,17.0,6.0,15.0,2.0,39.0,4.0,5.0,4.0,10.0,1.0,4.0,17.0,2.0,0.0,2.0,20.0,70.0,4.0,2.0,9.0,2.0,8.0,50.0,0.0,2.0,20.0,2.0,7.0,3.0,12.0,3.0,8.0,4.0,4.0,6.0,4.0,P
32.0,11.0,0.0,2.0,45.0,11.0,10.0,11.0,6.0,31.0,1.0,12.0,7.0,7.0,10.0,4.0,2.0,6.0,13.0,3.0,6.0,5.0,21.0,7.0,10.0,9.0,19.0,3.0,24.0,37.0,3.0,2.0,5.0,9.0,14.0,3.0,27.0,0.0,24.0,8.0,5.0,5.0,7.0,4.0,5.0,10.0,1.0,4.0,4.0,19.0,53.0,2.0,4.0,10.0,2.0,9.0,48.0,2.0,2.0,14.0,4.0,5.0,4.0,6.0,2.0,13.0,7.0,4.0,5.0,4.0,P
35.0,7.0,0.0,8.0,51.0,5.0,12.0,25.0,11.0,26.0,6.0,21.0,3.0,4.0,9.0,3.0,0.0,4.0,8.0,4.0,7.0,0.0,12.0,11.0,19.0,7.0,18.0,1.0,22.0,30.0,0.0,3.0,0.0,9.0,9.0,5.0,29.0,3.0,46.0,4.0,4.0,5.0,5.0,0.0,4.0,19.0,2.0,7.0,0.0,11.0,58.0,7.0,7.0,8.0,0.0,6.0,51.0,5.0,0.0,15.0,7.0,3.0,1.0,5.0,2.0,9.0,14.0,7.0,3.0,4.0,P
30.0,12.0,0.0,4.0,63.0,5.0,4.0,25.0,9.0,16.0,4.0,12.0,6.0,6.0,9.0,1.0,0.0,7.0,15.0,9.0,8.0,4.0,7.0,27.0,6.0,11.0,27.0,7.0,17.0,22.0,0.0,3.0,6.0,3.0,6.0,3.0,14.0,5.0,46.0,12.0,7.0,5.0,7.0,1.0,5.0,7.0,3.0,2.0,2.0,14.0,77.0,5.0,4.0,4.0,0.0,8.0,61.0,2.0,0.0,20.0,11.0,4.0,6.0,6.0,4.0,7.0,15.0,7.0,2.0,4.0,P
35.0,11.0,2.0,3.0,63.0,9.0,3.0,17.0,6.0,24.0,16.0,18.0,8.0,2.0,7.0,0.0,2.0,7.0,20.0,3.0,21.0,2.0,13.0,27.0,19.0,4.0,29.0,1.0,9.0,16.0,0.0,2.0,4.0,7.0,6.0,4.0,26.0,3.0,59.0,1.0,4.0,3.0,12.0,1.0,3.0,10.0,2.0,3.0,3.0,19.0,61.0,6.0,2.0,6.0,0.0,6.0,36.0,1.0,1.0,21.0,10.0,1.0,1.0,7.0,4.0,5.0,8.0,4.0,1.0,4.0,P
40.0,6.0,0.0,4.0,58.0,8.0,4.0,18.0,10.0,10.0,5.0,16.0,6.0,1.0,4.0,1.0,1.0,5.0,11.0,4.0,14.0,3.0,12.0,11.0,21.0,6.0,20.0,2.0,13.0,27.0,1.0,0.0,6.0,6.0,13.0,5.0,23.0,4.0,52.0,11.0,6.0,3.0,8.0,4.0,4.0,3.0,4.0,3.0,4.0,20.0,56.0,2.0,2.0,5.0,1.0,2.0,39.0,5.0,3.0,26.0,11.0,6.0,4.0,1.0,4.0,1.0,17.0,5.0,7.0,4.0,P
31.0,8.0,0.0,8.0,45.0,7.0,9.0,8.0,12.0,21.0,13.0,16.0,2.0,1.0,5.0,0.0,0.0,1.0,10.0,8.0,14.0,7.0,26.0,13.0,6.0,6.0,16.0,0.0,32.0,29.0,1.0,1.0,3.0,4.0,21.0,4.0,32.0,3.0,37.0,3.0,4.0,3.0,3.0,3.0,6.0,15.0,2.0,5.0,3.0,21.0,46.0,3.0,2.0,10.0,0.0,5.0,55.0,0.0,4.0,8.0,5.0,6.0,3.0,3.0,2.0,9.0,10.0,4.0,4.0,4.0,P
40.0,7.0,1.0,3.0,52.0,7.0,0.0,20.0,16.0,12.0,5.0,14.0,8.0,2.0,5.0,0.0,0.0,4.0,10.0,6.0,16.0,2.0,2.0,30.0,19.0,8.0,27.0,2.0,8.0,20.0,1.0,2.0,6.0,4.0,7.0,6.0,22.0,0.0,56.0,8.0,5.0,4.0,4.0,1.0,7.0,9.0,1.0,5.0,10.0,13.0,51.0,8.0,1.0,5.0,0.0,9.0,60.0,2.0,1.0,22.0,10.0,8.0,7.0,4.0,1.0,5.0,19.0,7.0,4.0,4.0,P
40.0,5.0,0.0,4.0,54.0,5.0,11.0,13.0,17.0,13.0,8.0,14.0,8.0,5.0,5.0,2.0,2.0,5.0,14.0,7.0,14.0,4.0,15.0,10.0,15.0,3.0,27.0,5.0,14.0,20.0,1.0,4.0,6.0,8.0,5.0,7.0,25.0,3.0,51.0,4.0,6.0,6.0,4.0,2.0,2.0,11.0,3.0,10.0,6.0,14.0,60.0,4.0,0.0,3.0,1.0,8.0,50.0,5.0,0.0,25.0,4.0,6.0,7.0,9.0,0.0,9.0,18.0,2.0,3.0,4.0,P
28.0,7.0,0.0,5.0,47.0,8.0,7.0,19.0,9.0,27.0,12.0,16.0,8.0,2.0,3.0,0.0,1.0,5.0,12.0,9.0,11.0,9.0,6.0,31.0,18.0,3.0,27.0,1.0,9.0,24.0,0.0,1.0,4.0,5.0,10.0,4.0,20.0,3.0,62.0,6.0,2.0,4.0,4.0,0.0,6.0,16.0,4.0,5.0,2.0,27.0,64.0,7.0,2.0,6.0,0.0,5.0,67.0,1.0,9.0,23.0,3.0,2.0,4.0,8.0,5.0,6.0,13.0,7.0,1.0,4.0,P
29.0,7.0,0.0,9.0,48.0,13.0,3.0,12.0,14.0,35.0,1.0,15.0,6.0,4.0,6.0,1.0,2.0,8.0,18.0,10.0,12.0,0.0,8.0,23.0,25.0,7.0,18.0,5.0,12.0,23.0,4.0,5.0,4.0,9.0,4.0,9.0,20.0,2.0,41.0,15.0,11.0,2.0,5.0,0.0,5.0,7.0,8.0,5.0,2.0,16.0,52.0,3.0,3.0,10.0,0.0,6.0,73.0,0.0,1.0,26.0,4.0,4.0,2.0,5.0,1.0,4.0,23.0,9.0,7.0,4.0,P
16.0,7.0,0.0,4.0,58.0,7.0,3.0,19.0,10.0,19.0,11.0,17.0,3.0,5.0,4.0,0.0,0.0,3.0,19.0,3.0,16.0,2.0,18.0,24.0,18.0,6.0,20.0,1.0,8.0,22.0,1.0,0.0,4.0,3.0,10.0,9.0,21.0,3.0,54.0,8.0,4.0,5.0,5.0,0.0,5.0,6.0,3.0,8.0,2.0,22.0,64.0,4.0,2.0,6.0,0.0,11.0,56.0,2.0,2.0,22.0,10.0,3.0,4.0,5.0,3.0,3.0,8.0,10.0,5.0,4.0,P
26.0,9.0,0.0,4.0,51.0,10.0,2.0,21.0,7.0,10.0,21.0,21.0,3.0,0.0,1.0,2.0,0.0,6.0,16.0,2.0,36.0,1.0,24.0,27.0,28.0,6.0,30.0,4.0,5.0,22.0,3.0,0.0,5.0,4.0,2.0,10.0,17.0,1.0,66.0,1.0,1.0,4.0,9.0,0.0,6.0,15.0,1.0,5.0,4.0,16.0,56.0,4.0,3.0,10.0,2.0,3.0,68.0,1.0,1.0,34.0,3.0,5.0,2.0,4.0,3.0,1.0,11.0,5.0,2.0,4.0,P
24.0,23.0,0.0,7.0,70.0,8.0,2.0,12.0,15.0,19.0,8.0,11.0,4.0,0.0,2.0,0.0,1.0,6.0,23.0,7.0,13.0,0.0,13.0,51.0,15.0,2.0,35.0,1.0,2.0,21.0,1.0,0.0,10.0,5.0,0.0,8.0,18.0,3.0,56.0,9.0,4.0,1.0,8.0,0.0,6.0,12.0,6.0,7.0,6.0,21.0,62.0,4.0,1.0,3.0,0.0,4.0,74.0,3.0,1.0,30.0,4.0,2.0,0.0,7.0,2.0,2.0,20.0,7.0,0.0,4.0,P
34.0,8.0,0.0,8.0,45.0,8.0,10.0,24.0,20.0,27.0,5.0,16.0,10.0,10.0,11.0,0.0,0.0,2.0,18.0,2.0,7.0,5.0,17.0,13.0,20.0,12.0,31.0,2.0,14.0,31.0,1.0,4.0,10.0,5.0,2.0,7.0,23.0,0.0,58.0,8.0,3.0,1.0,9.0,0.0,4.0,9.0,2.0,6.0,7.0,24.0,56.0,9.0,4.0,6.0,0.0,5.0,65.0,4.0,2.0,11.0,2.0,9.0,1.0,2.0,8.0,2.0,9.0,25.0,3.0,4.0,P
29.0,15.0,0.0,2.0,62.0,5.0,3.0,21.0,9.0,22.0,13.0,13.0,5.0,7.0,6.0,1.0,2.0,7.0,15.0,11.0,17.0,4.0,14.0,12.0,18.0,5.0,25.0,1.0,15.0,15.0,1.0,5.0,4.0,5.0,6.0,8.0,19.0,3.0,58.0,7.0,5.0,3.0,5.0,1.0,2.0,6.0,4.0,2.0,2.0,18.0,57.0,7.0,0.0,6.0,0.0,4.0,64.0,2.0,3.0,17.0,5.0,7.0,4.0,5.0,4.0,12.0,11.0,6.0,5.0,4.0,P
18.0,8.0,0.0,1.0,36.0,8.0,10.0,20.0,12.0,18.0,5.0,14.0,3.0,7.0,8.0,0.0,0.0,6.0,12.0,11.0,14.0,4.0,15.0,38.0,4.0,4.0,14.0,1.0,31.0,33.0,1.0,1.0,2.0,8.0,15.0,4.0,23.0,2.0,34.0,3.0,1.0,4.0,6.0,0.0,7.0,29.0,2.0,6.0,3.0,19.0,36.0,4.0,2.0,4.0,2.0,5.0,53.0,0.0,4.0,20.0,4.0,5.0,5.0,5.0,1.0,5.0,11.0,4.0,1.0,4.0,P
23.0,7.0,0.0,9.0,64.0,6.0,0.0,16.0,9.0,26.0,9.0,10.0,8.0,2.0,4.0,0.0,0.0,3.0,17.0,12.0,28.0,3.0,7.0,49.0,10.0,3.0,17.0,1.0,10.0,19.0,1.0,1.0,3.0,8.0,4.0,6.0,19.0,6.0,59.0,8.0,1.0,5.0,4.0,0.0,5.0,16.0,2.0,5.0,6.0,19.0,60.0,7.0,0.0,4.0,0.0,6.0,60.0,2.0,1.0,22.0,3.0,7.0,4.0,6.0,2.0,6.0,17.0,6.0,0.0,4.0,P
29.0,9.0,0.0,7.0,46.0,8.0,5.0,16.0,13.0,16.0,17.0,11.0,8.0,0.0,2.0,0.0,0.0,6.0,14.0,6.0,32.0,1.0,6.0,52.0,7.0,4.0,19.0,4.0,5.0,19.0,3.0,0.0,11.0,5.0,3.0,11.0,20.0,5.0,42.0,11.0,2.0,5.0,14.0,0.0,0.0,14.0,1.0,9.0,11.0,18.0,47.0,4.0,2.0,7.0,0.0,3.0,44.0,2.0,1.0,51.0,10.0,6.0,3.0,13.0,2.0,1.0,13.0,3.0,0.0,4.0,P
50.0,3.0,0.0,4.0,50.0,6.0,9.0,16.0,7.0,17.0,9.0,6.0,1.0,3.0,7.0,4.0,1.0,3.0,12.0,2.0,19.0,5.0,18.0,7.0,7.0,6.0,14.0,2.0,38.0,32.0,0.0,2.0,4.0,3.0,23.0,7.0,25.0,2.0,26.0,6.0,6.0,5.0,6.0,5.0,2.0,14.0,3.0,5.0,5.0,22.0,34.0,2.0,3.0,8.0,0.0,4.0,36.0,0.0,0.0,18.0,4.0,3.0,4.0,4.0,5.0,6.0,8.0,5.0,1.0,4.0,P
21.0,8.0,0.0,5.0,59.0,7.0,1.0,20.0,9.0,16.0,10.0,20.0,11.0,1.0,12.0,1.0,0.0,1.0,11.0,7.0,20.0,2.0,12.0,20.0,1.0,6.0,23.0,1.0,9.0,27.0,2.0,1.0,1.0,7.0,7.0,3.0,30.0,5.0,27.0,8.0,4.0,3.0,4.0,0.0,6.0,15.0,1.0,4.0,2.0,17.0,48.0,2.0,3.0,6.0,0.0,4.0,53.0,5.0,2.0,37.0,2.0,11.0,4.0,5.0,2.0,3.0,9.0,13.0,1.0,4.0,P
34.0,11.0,1.0,5.0,53.0,3.0,1.0,13.0,10.0,27.0,18.0,14.0,14.0,0.0,2.0,0.0,2.0,5.0,18.0,2.0,34.0,0.0,8.0,27.0,20.0,1.0,30.0,1.0,5.0,13.0,1.0,0.0,4.0,5.0,0.0,8.0,12.0,3.0,74.0,4.0,2.0,6.0,12.0,0.0,1.0,12.0,8.0,3.0,4.0,18.0,73.0,2.0,0.0,5.0,0.0,1.0,57.0,0.0,0.0,40.0,2.0,8.0,5.0,3.0,7.0,0.0,8.0,16.0,0.0,4.0,P
44.0,12.0,0.0,5.0,60.0,3.0,3.0,14.0,20.0,18.0,8.0,10.0,8.0,1.0,3.0,2.0,1.0,5.0,5.0,3.0,20.0,2.0,10.0,24.0,18.0,2.0,22.0,2.0,6.0,18.0,0.0,1.0,3.0,6.0,3.0,3.0,18.0,5.0,47.0,9.0,4.0,4.0,5.0,0.0,4.0,12.0,2.0,4.0,2.0,19.0,83.0,2.0,1.0,7.0,0.0,6.0,52.0,2.0,3.0,39.0,9.0,2.0,8.0,8.0,2.0,3.0,13.0,4.0,3.0,4.0,P
42.0,8.0,1.0,4.0,36.0,9.0,5.0,18.0,13.0,23.0,3.0,13.0,5.0,2.0,5.0,0.0,2.0,5.0,13.0,9.0,14.0,2.0,8.0,26.0,24.0,8.0,22.0,0.0,11.0,22.0,2.0,2.0,3.0,7.0,9.0,7.0,14.0,3.0,49.0,12.0,3.0,3.0,6.0,0.0,7.0,7.0,1.0,4.0,3.0,16.0,52.0,7.0,1.0,6.0,1.0,3.0,57.0,1.0,3.0,17.0,11.0,6.0,4.0,4.0,3.0,7.0,25.0,5.0,1.0,4.0,P
30.0,9.0,0.0,6.0,54.0,7.0,0.0,13.0,15.0,21.0,10.0,8.0,3.0,2.0,6.0,1.0,1.0,7.0,13.0,3.0,20.0,1.0,8.0,17.0,13.0,6.0,26.0,2.0,9.0,22.0,4.0,4.0,4.0,7.0,8.0,7.0,17.0,4.0,56.0,10.0,3.0,1.0,7.0,0.0,3.0,8.0,2.0,5.0,4.0,21.0,75.0,5.0,0.0,11.0,0.0,4.0,48.0,1.0,4.0,31.0,17.0,4.0,4.0,7.0,2.0,5.0,8.0,8.0,7.0,4.0,P
40.0,10.0,0.0,7.0,43.0,6.0,2.0,10.0,5.0,22.0,5.0,19.0,9.0,2.0,5.0,2.0,1.0,3.0,11.0,8.0,8.0,1.0,19.0,23.0,17.0,7.0,27.0,0.0,11.0,25.0,2.0,2.0,7.0,9.0,2.0,12.0,23.0,0.0,53.0,5.0,16.0,6.0,9.0,1.0,2.0,13.0,4.0,7.0,12.0,20.0,45.0,5.0,2.0,11.0,0.0,2.0,65.0,2.0,0.0,27.0,9.0,5.0,1.0,8.0,5.0,0.0,15.0,10.0,0.0,4.0,P
19.0,2.0,0.0,5.0,49.0,7.0,5.0,15.0,12.0,29.0,7.0,20.0,2.0,1.0,6.0,0.0,1.0,6.0,20.0,4.0,19.0,0.0,13.0,19.0,7.0,8.0,21.0,2.0,8.0,27.0,0.0,1.0,5.0,9.0,7.0,12.0,29.0,1.0,43.0,13.0,2.0,5.0,1.0,1.0,7.0,8.0,2.0,0.0,4.0,16.0,61.0,21.0,1.0,7.0,0.0,8.0,48.0,6.0,2.0,23.0,6.0,6.0,4.0,5.0,1.0,17.0,12.0,18.0,6.0,4.0,P
29.0,7.0,0.0,6.0,45.0,10.0,9.0,19.0,12.0,22.0,8.0,14.0,8.0,2.0,8.0,0.0,2.0,2.0,19.0,9.0,17.0,4.0,11.0,27.0,14.0,6.0,16.0,2.0,14.0,25.0,1.0,3.0,5.0,3.0,1.0,3.0,23.0,6.0,54.0,6.0,4.0,3.0,7.0,3.0,8.0,8.0,2.0,2.0,6.0,30.0,59.0,6.0,0.0,6.0,1.0,7.0,60.0,2.0,1.0,27.0,9.0,3.0,3.0,7.0,7.0,0.0,14.0,6.0,2.0,4.0,P
27.0,5.0,0.0,9.0,65.0,3.0,1.0,19.0,11.0,13.0,10.0,17.0,7.0,4.0,7.0,0.0,3.0,3.0,8.0,7.0,16.0,0.0,11.0,27.0,11.0,6.0,27.0,0.0,9.0,30.0,1.0,1.0,7.0,8.0,4.0,5.0,22.0,1.0,55.0,8.0,3.0,4.0,6.0,0.0,4.0,9.0,4.0,0.0,4.0,32.0,85.0,3.0,1.0,8.0,2.0,2.0,41.0,0.0,4.0,26.0,13.0,7.0,5.0,5.0,3.0,0.0,8.0,9.0,3.0,4.0,P
34.0,9.0,0.0,6.0,44.0,6.0,1.0,17.0,11.0,17.0,10.0,13.0,5.0,3.0,17.0,0.0,0.0,2.0,17.0,6.0,10.0,7.0,26.0,25.0,17.0,5.0,12.0,4.0,14.0,33.0,3.0,4.0,7.0,7.0,12.0,12.0,29.0,5.0,36.0,8.0,4.0,2.0,3.0,0.0,3.0,16.0,0.0,8.0,4.0,15.0,39.0,3.0,2.0,1.0,1.0,4.0,54.0,1.0,1.0,15.0,4.0,3.0,1.0,2.0,2.0,0.0,4.0,23.0,1.0,4.0,P
24.0,8.0,1.0,6.0,51.0,4.0,3.0,10.0,13.0,15.0,3.0,14.0,8.0,1.0,5.0,2.0,3.0,4.0,12.0,7.0,14.0,1.0,19.0,40.0,9.0,4.0,27.0,1.0,12.0,28.0,0.0,0.0,6.0,9.0,3.0,13.0,16.0,1.0,46.0,11.0,5.0,6.0,1.0,1.0,3.0,4.0,2.0,4.0,4.0,22.0,71.0,0.0,3.0,5.0,3.0,5.0,51.0,3.0,0.0,27.0,8.0,1.0,2.0,5.0,3.0,1.0,9.0,14.0,1.0,4.0,P
22.0,6.0,0.0,4.0,41.0,7.0,6.0,10.0,17.0,22.0,0.0,18.0,7.0,4.0,14.0,2.0,2.0,2.0,4.0,4.0,11.0,1.0,11.0,20.0,1.0,15.0,15.0,3.0,20.0,29.0,1.0,3.0,5.0,1.0,12.0,14.0,17.0,2.0,26.0,5.0,5.0,4.0,3.0,1.0,8.0,8.0,2.0,4.0,3.0,16.0,58.0,2.0,7.0,7.0,0.0,2.0,61.0,0.0,1.0,12.0,5.0,5.0,4.0,0.0,0.0,11.0,19.0,10.0,6.0,4.0,P
30.0,9.0,0.0,3.0,45.0,6.0,4.0,18.0,14.0,20.0,6.0,13.0,3.0,3.0,8.0,2.0,0.0,4.0,13.0,7.0,20.0,1.0,13.0,19.0,10.0,3.0,15.0,1.0,12.0,18.0,0.0,1.0,5.0,4.0,5.0,2.0,31.0,2.0,35.0,6.0,7.0,3.0,3.0,5.0,5.0,17.0,2.0,4.0,7.0,15.0,59.0,2.0,1.0,5.0,0.0,8.0,37.0,0.0,0.0,30.0,6.0,6.0,3.0,1.0,1.0,5.0,8.0,11.0,4.0,4.0,P
22.0,11.0,1.0,3.0,43.0,10.0,5.0,7.0,13.0,17.0,6.0,12.0,3.0,8.0,14.0,0.0,1.0,4.0,17.0,7.0,8.0,3.0,20.0,9.0,6.0,9.0,25.0,1.0,18.0,27.0,0.0,3.0,4.0,7.0,4.0,8.0,23.0,6.0,31.0,5.0,10.0,3.0,2.0,0.0,3.0,14.0,2.0,2.0,0.0,12.0,58.0,3.0,1.0,3.0,0.0,4.0,55.0,3.0,1.0,19.0,4.0,5.0,6.0,3.0,3.0,7.0,8.0,7.0,8.0,4.0,P
31.0,5.0,0.0,6.0,48.0,3.0,6.0,9.0,20.0,49.0,8.0,15.0,3.0,10.0,12.0,0.0,1.0,5.0,19.0,3.0,7.0,2.0,9.0,4.0,7.0,8.0,17.0,1.0,16.0,46.0,2.0,3.0,0.0,3.0,7.0,9.0,27.0,2.0,46.0,6.0,7.0,4.0,1.0,1.0,2.0,13.0,0.0,5.0,8.0,22.0,76.0,2.0,1.0,10.0,1.0,5.0,40.0,6.0,3.0,17.0,6.0,5.0,4.0,3.0,4.0,17.0,9.0,18.0,5.0,4.0,P
31.0,11.0,0.0,3.0,50.0,9.0,8.0,14.0,16.0,26.0,3.0,14.0,6.0,3.0,11.0,1.0,1.0,2.0,19.0,4.0,6.0,1.0,7.0,16.0,6.0,9.0,20.0,1.0,11.0,32.0,3.0,1.0,2.0,9.0,4.0,4.0,35.0,2.0,35.0,5.0,6.0,2.0,7.0,4.0,1.0,9.0,3.0,2.0,4.0,10.0,74.0,5.0,1.0,5.0,1.0,8.0,42.0,2.0,2.0,28.0,6.0,8.0,3.0,4.0,3.0,12.0,2.0,8.0,5.0,4.0,P
28.0,8.0,0.0,0.0,43.0,7.0,5.0,10.0,13.0,26.0,11.0,12.0,4.0,4.0,7.0,2.0,1.0,10.0,17.0,6.0,20.0,2.0,14.0,20.0,21.0,10.0,21.0,1.0,10.0,37.0,0.0,3.0,7.0,10.0,8.0,4.0,21.0,3.0,43.0,5.0,4.0,4.0,1.0,2.0,1.0,10.0,4.0,3.0,3.0,23.0,49.0,2.0,2.0,5.0,1.0,12.0,62.0,2.0,1.0,41.0,3.0,4.0,8.0,3.0,3.0,7.0,8.0,10.0,5.0,4.0,P
27.0,12.0,0.0,2.0,57.0,6.0,3.0,15.0,8.0,20.0,11.0,11.0,3.0,4.0,13.0,1.0,1.0,7.0,22.0,6.0,18.0,0.0,13.0,31.0,23.0,2.0,30.0,3.0,12.0,31.0,2.0,1.0,10.0,6.0,13.0,4.0,29.0,5.0,59.0,9.0,1.0,3.0,4.0,0.0,1.0,6.0,1.0,3.0,9.0,19.0,57.0,6.0,1.0,3.0,2.0,6.0,52.0,2.0,6.0,39.0,7.0,7.0,5.0,6.0,0.0,5.0,6.0,9.0,5.0,4.0,P
39.0,11.0,0.0,6.0,53.0,6.0,6.0,20.0,13.0,22.0,7.0,16.0,5.0,1.0,5.0,0.0,0.0,3.0,15.0,4.0,16.0,3.0,15.0,25.0,6.0,2.0,23.0,0.0,21.0,25.0,1.0,0.0,2.0,3.0,7.0,8.0,30.0,2.0,44.0,4.0,6.0,5.0,7.0,2.0,2.0,11.0,0.0,3.0,1.0,19.0,65.0,0.0,2.0,7.0,0.0,5.0,47.0,2.0,0.0,30.0,8.0,4.0,5.0,5.0,8.0,6.0,16.0,9.0,0.0,4.0,P
