Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure,target
21.0,4.0,4.0,1.0,0.0,1.0,2.0,4.0,0.0,N
30.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,0.0,N
23.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,N
25.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,0.0,N
42.0,2.0,4.0,6.0,1.0,1.0,2.0,4.0,0.0,N
29.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,0.0,N
33.0,4.0,4.0,2.0,1.0,0.0,2.0,4.0,0.0,N
33.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,0.0,N
39.0,3.0,3.0,8.0,1.0,0.0,1.0,4.0,0.0,N
33.0,3.0,3.0,4.0,1.0,0.0,2.0,2.0,0.0,N
17.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,0.0,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,N
,,,,,,,,,N
,,,,,,,,,P
,,,,,,,,,P
25.620913588669175,3.0541552016186895,4.0,3.783379193525243,0.9458447983813107,1.0,2.0541552016186895,4.0,0.0,N
22.801886420109014,3.8997641974863733,4.0,1.1002358025136267,1.0,1.0,2.8997641974863733,3.0,0.0,P
45.41534907626852,1.1360342591437624,3.1360342591437624,4.591897222568713,1.0,0.8639657408562377,3.1360342591437624,2.272068518287525,0.13603425914376233,P
30.440595362749633,3.9378439291944036,3.8756878583888072,2.937843929194404,1.0,1.0,1.0621560708055964,3.8135317875832113,0.0,N
32.46399389106769,2.927987782135382,2.927987782135382,6.608018326796927,1.0,1.0,2.463993891067691,2.391981673203073,0.0,P
23.325960571551423,2.7891346476149526,2.7891346476149526,2.2651921143102847,1.0,1.0,2.0,3.578269295229905,0.0,N
35.89869359038715,4.0,4.0,4.224673397596787,1.0,1.0,1.0,4.0,0.0,N
21.403280745808395,3.0,4.0,0.46776024860279897,1.0,0.0,2.0,4.0,0.0,N
25.24413718057074,3.412206859028537,3.587793140971463,3.8854480131997584,1.0,1.0,2.1755862819429264,3.412206859028537,0.0,N
30.143397656126982,3.0,3.0286795312253965,6.942640937549207,1.0,1.0,2.942640937549207,4.0,0.0,N
35.66455029829029,3.0890299801139807,4.0,3.7329100596580584,0.08902998011398056,1.0,1.9109700198860193,3.8219400397720387,0.0,N
35.04564227697111,3.1136926830913323,3.7045642276971105,5.0,1.0,1.0,2.2954357723028895,3.2954357723028895,0.0,N
45.09592609283602,4.0,3.0904073907163987,4.819185218567202,1.0,1.0,1.0,4.0,0.0,N
40.76243226682162,4.0,4.0,3.9624893052876238,0.0,0.012503564904125408,2.0125035649041254,3.9624893052876238,0.0,N
26.331822771458462,1.5334088614270769,2.0,0.9331822771458465,1.0,0.4665911385729232,2.533408861427077,2.0,0.4665911385729232,P
25.76690336300279,2.4805752802502328,2.4805752802502328,2.961150560500465,1.0,1.0,2.5194247197497672,1.5194247197497674,0.5194247197497674,N
28.965225759386016,3.1527926401754236,3.1527926401754236,1.8472073598245768,1.0,1.0,1.4236036799122882,3.576396320087712,0.0,P
40.31226135500851,4.0,4.0,2.462452271001702,0.0,1.0,1.0,3.6156130677504255,0.0,N
43.06207529938084,3.6563207834365268,3.6563207834365268,3.3126415668730536,0.34367921656347333,1.0,1.3436792165634732,4.0,0.0,P
36.15917598572078,3.736891384066184,3.736891384066184,3.9475655362647357,0.26310861593381607,1.0,1.263108615933816,4.0,0.0,N
28.948129429600932,2.87196302011402,4.0,3.25607395977196,1.0,1.0,1.56401848994299,3.43598151005701,0.0,N
21.75445579117276,2.0,2.5029705274485066,0.5029705274485063,0.25148526372425317,1.0,3.7485147362757467,3.7485147362757467,0.0,N
30.314274589125077,2.923808287680564,4.0,1.847616575361128,1.0,1.0,2.076191712319436,3.0,0.0,N
22.516951801849682,1.3220321321002098,1.4830481981503145,2.838983933949895,1.0,1.0,2.161016066050105,1.161016066050105,0.8389839339498951,P
27.96008328674087,3.0399167132591294,4.0,3.0399167132591294,1.0,1.0,3.0,2.519958356629565,0.0,N
30.248684897968904,3.1965225072879355,3.598261253643968,5.419126209916355,1.0,1.0,2.401738746356032,2.794783760931903,0.0,P
42.248069229710744,3.7840031468050337,3.7840031468050337,3.3520094404151015,0.2159968531949662,1.0,2.0,3.5680062936100674,0.0,P
30.991392235575677,3.0762609411981288,3.0762609411981288,6.618695294009354,1.0,1.0,2.8474781176037416,4.0,0.0,N
33.73004341731643,3.5460086834632865,3.848669561154429,2.5460086834632865,1.0,0.8486695611544288,2.151330438845571,4.0,0.15133043884557118,N
44.96536080384915,3.3217869346163846,3.5478579564109234,5.226071021794539,1.0,1.0,2.7739289782054612,1.7739289782054617,0.22607102179453842,N
25.545905153837683,2.0,2.0,1.1819683846125608,0.939343871795813,1.0,3.0,2.9393438717958134,0.0,N
36.66007409384761,2.6640296375390458,4.0,3.667985181230477,0.332014818769523,1.0,2.335970362460954,2.6640296375390458,0.0,N
29.532960480700698,2.0,3.467039519299302,2.532960480700698,1.0,0.5329604807006978,3.467039519299302,3.467039519299302,0.4670395192993022,N
25.667269004259445,3.8888487330493704,3.1111512669506296,3.222302533901259,1.0,1.0,3.0,3.1111512669506296,0.0,N
27.0,3.3964927160329736,4.0,2.301753641983513,0.30175364198351307,0.30175364198351307,2.6035072839670264,4.0,0.0,N
34.92837769482875,3.0,4.0,5.0,1.0,1.0,2.2143244610342503,1.7856755389657497,0.0,N
31.865123864165867,3.7046517045832763,3.7046517045832763,2.818606818333105,0.2953482954167238,1.0,1.2953482954167237,3.4093034091665526,0.0,N
24.000537827972362,3.0000537827972362,4.0,4.999946217202764,1.0,0.999946217202764,1.000107565594472,2.0000537827972362,0.999946217202764,N
23.625983158927674,3.9105738344389036,3.9105738344389036,3.0,1.0,1.0,3.0,2.8211476688778077,0.0,N
34.3091669161396,3.0515278193566013,4.0,4.103055638713203,0.0,0.9484721806433988,2.8969443612867978,1.1545834580698036,0.9484721806433988,N
45.9859924589302,3.1184710318276356,4.0,7.052231745378916,0.8815289681723645,0.0,1.1184710318276356,4.0,0.0,N
21.117436135811946,4.0,4.0,1.4117436135811947,1.0,1.0,2.0,4.0,0.0,N
26.456456749404435,2.0,3.0,2.3641141873511087,1.0,1.0,3.0,2.3641141873511087,0.0,N
26.55258808675407,2.4474119132459293,4.0,1.4474119132459293,1.0,0.5525880867540707,1.4474119132459293,4.0,0.0,N
35.24314700206159,3.7837562863033107,4.0,2.6756344294549663,1.0,0.8918781431516554,1.2162437136966893,4.0,0.0,P
40.58613410303335,2.706932948483325,3.853466474241663,2.2930670515166747,0.14653352575833734,1.0,3.0,3.853466474241663,0.14653352575833734,N
27.92168859899426,3.679718566834291,3.679718566834291,2.6405628663314187,1.0,1.0,3.0,3.1601407165828546,0.0,P
24.28036252787687,4.0,4.0,1.2803625278768722,1.0,1.0,3.0,2.0,0.0,N
45.10003346702418,2.799933065951645,3.7999330659516444,0.3001004010725331,1.0,1.0,1.1000334670241778,2.799933065951645,0.1000334670241777,P
33.04023243881466,3.102170569152297,4.0,3.897829430847703,1.0,1.0,1.8978294308477035,3.5510852845761485,0.0,N
31.388734934767506,3.083102402151255,3.694367467383752,2.694367467383752,0.30563253261624823,1.0,3.0,3.305632532616248,0.0,N
32.31469265326071,3.420979510217381,3.420979510217381,4.262938530652142,0.5790204897826193,1.0,2.158040979565239,3.420979510217381,0.0,N
35.54411589904092,4.0,3.818628033653027,4.0882317980818375,1.0,1.0,1.362743932693946,3.818628033653027,0.0,N
39.22429256773639,3.612146283868195,3.612146283868195,5.1635611483954165,1.0,1.0,1.7757074322636108,2.224292567736389,0.0,N
22.168812563395235,3.015346596672294,4.0,1.015346596672294,1.0,0.0153465966722941,1.015346596672294,4.0,0.0,N
45.265955946944516,2.64042643183329,2.64042643183329,4.2659559469445165,1.0,1.0,1.4531911893889031,4.0,0.0,P
32.66203779098454,3.831018895492269,4.0,3.324075581969077,1.0,0.8310188954922693,2.0,3.0,0.0,N
38.89804303333664,3.8980430333366405,2.9320286888910934,4.033985655554453,1.0,1.0,3.0,3.966014344445547,0.0,N
21.012977717037757,1.9935111414811226,1.0064888585188774,3.0,1.0,0.006488858518877483,3.0,1.0064888585188774,1.0,N
34.826034265860955,3.826034265860955,3.884022843907303,4.0,1.0,1.0,1.1159771560926968,3.884022843907303,0.05798857804634838,N
40.0,3.7847123005924432,3.7847123005924432,2.2152876994075568,0.0,0.0,1.1076438497037784,4.0,0.0,N
26.50051328031622,3.25025664015811,4.0,3.249230079525671,1.0,1.0,2.0,3.25025664015811,0.0,N
28.63803324180968,3.9276066483619356,2.144786703276129,0.0,1.0,0.0,2.0,2.0723933516380644,0.0,P
44.752045839028725,2.4045670629496456,3.202283531474823,1.011417657374114,1.0,1.0,1.0,2.4045670629496456,0.0,P
37.0,3.7497559143250667,3.7497559143250667,2.7497559143250663,1.0,1.0,1.0,4.0,0.0,N
23.111611052699587,4.0,4.0,1.5558055263497939,1.0,0.0,2.5558055263497943,2.5558055263497943,0.0,N
39.86323787403844,4.0,4.0,10.962956779166653,1.0,1.0,1.0,4.0,0.0,N
34.63182716876217,1.0,1.8308447977687266,2.1691552022312734,1.0,1.0,2.0,1.8308447977687266,1.0,P
31.59666693292367,2.350833266769082,2.701666533538164,2.0,1.0,1.0,2.2983334664618362,1.7016665335381638,0.0,P
29.097027218620568,4.0,3.871003888374367,1.2579922232512664,1.0,1.0,1.2579922232512664,3.871003888374367,0.0,N
36.44216094602353,3.0,4.0,5.160240105113726,1.0,1.0,1.3204802102274509,4.0,0.0,N
25.764512157684084,4.0,4.0,2.0,1.0,1.0,1.2354878423159155,3.0,0.0,P
29.250841415912152,3.937289646021962,3.968644823010981,2.0,0.9686448230109811,0.0,1.0627103539780378,3.0,0.0,N
31.366061166749937,2.946424466699974,3.473212233349987,3.946424466699974,1.0,0.4732122333499871,3.0,2.946424466699974,0.0,N
28.025112350928616,3.012556175464308,3.506278087732154,2.493721912267846,1.0,1.0,1.987443824535692,4.0,0.0,P
31.76218206665895,3.36962771745995,4.0,4.0,1.0,1.0,2.2607445650800995,2.1088831523798506,0.0,N
33.11605239275894,2.2691353724630092,4.0,3.461729255073982,0.269135372463009,1.0,2.730864627536991,2.2691353724630092,0.0,N
35.793781803489296,2.2989636339148833,4.0,6.0,1.0,0.29896363391488345,2.402072732170233,3.7010363660851167,0.0,P
27.842665471074703,2.0,3.0,1.421332735537352,1.0,0.42133273553735195,3.0,2.736001793387944,0.0,P
35.367697632932405,3.863974802744367,4.0,1.7279496054887344,0.13602519725563278,1.0,1.0,3.863974802744367,0.0,P
33.612269484428644,4.0,4.0,2.7612269484428644,0.23877305155713557,0.23877305155713557,1.7612269484428644,3.7612269484428644,0.0,P
36.61769529020198,1.5183642661742573,2.345576177449505,5.136059556376238,0.8272119112752475,1.0,2.0,1.5183642661742573,0.8272119112752475,N
35.82570404037767,3.0,3.353213005047209,3.0,0.6467869949527911,1.0,2.646786994952791,4.0,0.0,P
34.872730646215224,4.0,4.0,2.872730646215226,0.29091021540507533,1.0,1.5818204308101507,4.0,0.0,N
30.130843502229936,3.7102811674099785,4.0,1.2897188325900213,1.0,1.0,1.2897188325900213,3.7102811674099785,0.0,N
28.438883752059215,2.146294584019739,3.0,3.0,1.0,1.0,2.8537054159802615,3.5611162479407836,0.14629458401973883,N
28.11343022435216,4.0,4.0,3.9716424439119598,1.0,0.9716424439119599,1.0,3.0283575560880402,0.0,N
38.128243929412996,3.6410304911766245,3.8205152455883122,4.820515245588313,0.17948475441168787,0.8205152455883121,2.1794847544116878,3.6410304911766245,0.0,N
36.48399905729448,3.2344000628470346,3.2344000628470346,1.0,1.0,0.23440006284703452,2.531199874305931,3.2344000628470346,0.0,N
32.7907879211046,1.0,3.8945616105193865,3.8945616105193865,1.0,1.0,2.947280805259693,2.1054383894806135,0.0,N
30.40459697251691,1.4913269975015373,2.9826539950030746,4.947961985009224,1.0,1.0,1.5086730024984627,2.473980992504612,0.0,N
42.02876994594402,2.2795492972977094,3.4265164324325696,3.7204507027022906,1.0,1.0,2.1469671351348603,2.8530328648651393,0.0,P
26.795064248562245,2.2004487046761594,4.0,0.2004487046761595,1.0,0.2004487046761595,3.0,4.0,0.0,N
31.048460880939242,1.3931728303522157,1.3931728303522157,4.737884779765189,1.0,0.8689423898825948,1.8689423898825948,2.2621152202348105,0.0,P
35.972149582002096,3.0,3.0,2.1010365156356015,0.27525912890890036,1.0,3.0,3.7247408710910994,0.0,P
31.345869821750433,2.669173964350086,4.0,2.003760946525129,0.665413017824957,0.334586982175043,3.0,4.0,0.0,N
36.360942922062016,2.180471461031007,3.0902357305155035,3.819528538968993,0.9097642694844966,1.0,2.8195285389689935,1.27070719154651,0.9097642694844966,P
29.547959182744513,2.1037172012325347,3.551858600616267,3.6888483963023955,1.0,0.5518586006162673,1.5518586006162673,1.8962827987674653,0.0,N
31.731003564803103,3.7462007129606207,4.0,2.746200712960621,1.0,1.0,1.2537992870393793,3.7462007129606207,0.0,N
42.34403845471842,4.0,4.0,2.5810398855346977,0.20948005723265095,1.0,1.418960114465302,3.7905199427673493,0.0,N
36.914959175366086,4.0,4.0,3.0850408246339147,1.0,1.0,2.0283469415446382,4.0,0.0,N
31.317288842008935,3.80493966914541,3.80493966914541,3.7074095037181145,0.09753016542729509,0.09753016542729509,2.097530165427295,3.7074095037181145,0.0,N
25.55234556257816,2.5523455625781635,3.552345562578164,2.223827218710918,1.0,1.0,3.0,2.7761727812890817,0.0,N
44.785840101016205,1.2141598989837974,4.0,5.142773265989198,1.0,1.0,1.0713866329945991,2.1427732659891983,0.9286133670054009,P
23.965549648264552,3.0,3.0603468530165348,1.9396531469834652,0.9396531469834654,0.06034685301653464,3.0,4.0,0.0,N
33.38298142172965,2.691490710864824,4.0,3.6914907108648243,1.0,1.0,1.6170185782703517,3.3085092891351757,0.0,N
42.60421961959183,1.0,4.0,4.782201783599257,1.0,1.0,1.435596432801486,2.435596432801486,1.0,P
41.52095660005832,1.2609519368359658,2.130475968417983,1.8695240315820172,1.0,1.0,2.0,3.608572094746051,0.0,N
43.31533060270592,2.7894163253382396,3.789416325338239,6.631751023985283,1.0,1.0,2.210583674661761,3.789416325338239,0.0,N
26.308937516259483,1.5173693167036835,3.034738633407367,2.965261366592633,1.0,1.0,3.0,1.4826306832963165,0.48263068329631653,P
30.624115490210205,2.0289141930607535,3.0289141930607535,6.826514841635479,1.0,1.0,3.0,3.0,0.0,P
37.56567891552761,2.434321084472387,4.0,4.565678915527613,0.565678915527613,1.0,2.565678915527613,3.434321084472387,0.0,P
25.449490664808618,3.0,3.224745332404309,1.2247453324043087,1.0,1.0,2.550509335191383,3.775254667595691,0.0,N
32.81595122166347,3.201772357962608,4.0,3.201772357962608,1.0,1.0,1.7982276420373924,3.201772357962608,0.0,N
26.395056784922794,3.0,3.0658427974871323,3.1316855949742646,0.9341572025128677,1.0,3.0,3.0658427974871323,0.0,N
32.18202538388563,1.5460761516568822,2.364050767771255,5.271898464457491,0.1820253838856274,1.0,1.8179746161143726,3.0,0.0,N
37.3033885342292,3.1071184712305593,4.0,1.4464407643847204,1.0,0.44644076438472025,1.8928815287694403,3.1071184712305593,0.0,P
36.33552827544101,3.4580589655698746,4.0,4.541941034430126,0.5419410344301255,0.5419410344301255,1.4580589655698746,2.916117931139749,0.0,N
40.85891024321916,1.4417191130199232,2.441719113019923,4.441719113019923,1.0,1.0,2.1165617739601537,1.0,0.5582808869800768,P
38.893697684965,4.0,4.0,2.861712210620625,0.06914389468968729,1.0,2.930856105310313,3.8617122106206256,0.0,P
39.330846846774584,3.2038418418458563,3.2038418418458563,2.2038418418458563,0.2038418418458563,0.2038418418458563,3.0,3.7961581581541437,0.0,N
34.33474514049077,3.0,3.3968926257376557,6.175141005901246,1.0,0.6031073742623443,2.6031073742623443,3.0,0.0,N
43.617895631378104,2.8025565187683013,3.6051130375366025,1.5795478498535909,1.0,1.0,1.1974434812316987,2.8025565187683013,0.0,N
40.89178191212507,3.9855709216166755,4.0,3.9927854608083377,0.0072145391916623725,1.0,1.0144290783833247,4.0,0.0,N
37.74897941119959,4.0,4.0,2.867587024188211,1.0,0.867587024188211,1.264825951623578,3.867587024188211,0.0,P
32.60390994949486,3.4213533445566977,3.4213533445566977,2.446616638608256,1.0,0.28932332772165126,1.2893233277216511,4.0,0.0,P
27.497665092624374,3.7191877951329304,4.0,2.1872081365780467,0.09360406828902323,1.0,1.0,3.9063959317109767,0.0,N
31.105211279065525,3.64208451162621,3.64208451162621,4.178957744186895,1.0,0.17895774418689503,1.35791548837379,3.821042255813105,0.0,N
28.814432926484265,2.0,3.1826215157533713,3.544918989497752,1.0,1.0,2.727540505251124,1.727540505251124,0.2724594947488762,P
30.651461260915692,3.8138682111669446,3.0,4.093065894416528,0.9069341055834724,0.9069341055834724,2.9069341055834723,3.0930658944165277,0.0,P
26.669408039148102,4.0,4.0,1.0,0.8326479902129742,0.1673520097870258,2.0,3.1673520097870256,0.0,N
40.21251728973749,3.6460235131698857,3.3539764868301143,5.584094052679543,1.0,0.3539764868301142,2.3539764868301143,4.0,0.0,N
40.00092614880527,3.9997353860556357,3.999867693027818,4.999867693027818,1.0,1.0,1.0001323069721821,3.0,0.0,P
42.87699693209876,3.0,4.0,1.956807574311491,1.0,1.0,1.086384851377018,4.0,0.956807574311491,P
31.61582845020844,4.0,4.0,1.80166615265352,0.59916692367324,1.0,1.40083307632676,3.40083307632676,0.0,N
23.22469871873352,3.2246987187335243,3.7415662395778417,1.0,1.0,1.0,1.516867520844317,3.0,0.2584337604221585,N
43.31023635708548,1.0938757579396956,1.1877515158793914,7.718372726180913,1.0,1.0,2.0,1.9061242420603044,0.9061242420603043,P
40.07295813421125,3.839413177850937,4.0,4.51823953355281,0.16058682214906306,1.0,1.839413177850937,3.678826355701874,0.0,N
43.16146666466716,2.030329412117561,3.34344313737252,4.9696705878824385,1.0,0.6565568626274797,1.6565568626274798,4.0,0.0,P
29.728140568159038,3.9544912144900604,4.0,2.9544912144900604,0.9544912144900602,1.0,2.9089824289801203,4.0,0.0,P
30.42968433936335,4.0,4.0,3.178710542420419,0.8212894575795809,0.8212894575795809,1.178710542420419,4.0,0.0,N
37.37274329613925,3.0,4.0,2.0,0.5448040502757683,1.0,1.9103918994484634,3.5448040502757685,0.0,P
36.921304694706684,1.5393476526466578,2.539347652646658,3.6967382632332884,1.0,1.0,2.0,4.0,0.46065234735334226,N
36.01371808767357,1.7353980960343613,3.0,3.6323009519828195,1.0,0.6323009519828194,1.3676990480171805,2.896902855948458,0.0,N
24.763023527175335,3.1101889704484584,3.1101889704484584,1.2203779408969169,1.0,0.8898110295515416,1.8898110295515416,2.220377940896917,0.0,N
39.74510373503455,4.0,4.0,3.1394329183294953,1.0,0.13943291832949545,1.8605670816705047,3.0,0.0,N
37.421026414674955,4.0,4.0,2.157947170650099,1.0,0.5789735853250496,1.5789735853250497,4.0,0.0,N
32.0,4.0,4.0,3.0,0.8538821168623425,1.0,1.0,4.0,0.0,N
48.493684005259524,1.0,1.4936840052595257,8.0,1.0,0.4936840052595257,2.4936840052595257,1.5063159947404743,1.0,P
37.8261500302727,1.0,2.8261500302726987,2.0,1.0,0.17384996972730138,2.8261500302726987,2.8261500302726987,1.0,P
34.0774783200832,2.0,3.0774783200831997,3.0774783200831997,0.0,1.0,3.0,2.0,0.9225216799168003,N
17.0,2.671778892917514,3.671778892917514,1.0,1.0,1.0,2.328221107082486,1.328221107082486,0.0,N
25.0,2.9727687330377845,3.0,0.0,1.0,1.0,2.9727687330377845,4.0,0.0,P
41.308114084066645,3.3081140840666463,3.3081140840666463,7.0,0.3081140840666464,1.0,2.0,4.0,0.0,N
26.44801147978925,3.0,3.551988520210747,4.448011479789253,1.0,1.0,2.0,4.0,0.0,N
20.0,3.0,4.0,0.6794451538602642,1.0,1.0,3.0,2.3205548461397356,0.0,P
41.75576704796701,3.0,3.0,4.244232952032988,0.24423295203298745,1.0,3.0,4.0,0.0,P
35.0,4.0,4.0,1.0,0.38354402585627156,1.0,1.0,3.6164559741437285,0.0,P
27.0,1.71775863511753,2.0,4.71775863511753,1.0,1.0,3.0,1.0,0.28224136488247,P
26.0,3.5300565914835706,4.0,3.0,1.0,1.0,1.0,4.0,0.0,N
47.07122849440402,2.0,1.9287715055959835,3.9287715055959835,1.0,0.9287715055959834,3.0712284944040165,1.1424569888080331,0.0,P
30.40940333772014,3.0,4.0,3.0,1.0,0.5905966622798605,3.0,2.5905966622798604,0.0,P
32.39796315363981,4.0,4.0,2.0,0.6020368463601917,0.0,1.0,3.0,0.0,N
19.0,4.0,4.0,1.0,1.0,1.0,1.3410543909777908,3.0,0.0,N
22.0,2.0,4.0,0.41700413134908565,1.0,1.0,3.0,3.0,0.0,N
26.0,4.0,4.0,0.09495274409812893,1.0,0.0,1.0,4.0,0.0,P
27.0,2.1338761918294793,4.0,2.8661238081705207,1.0,0.1338761918294793,3.0,2.0,0.0,P
43.0,4.0,4.0,5.2294692835077825,1.0,1.0,1.0,4.0,0.0,N
41.30220398375589,4.0,4.0,1.0,1.0,1.0,2.697796016244113,3.302203983755887,0.0,P
23.93850297840822,4.0,4.0,1.061497021591781,1.0,1.0,1.0,4.0,0.0,P
23.0,4.0,4.0,1.0,1.0,0.0,3.0,3.680023107030345,0.0,N
45.0,3.580537670865307,4.0,2.580537670865307,0.5805376708653068,1.0,1.0,4.0,0.0,P
31.0,2.910692295858179,4.0,5.0,1.0,1.0,3.0,1.089307704141821,0.0,P
26.0,2.581933602064625,2.0,4.0,1.0,1.0,3.0,4.0,0.0,N
23.0,3.0,1.3606196942327646,1.0,1.0,0.36061969423276463,3.0,3.0,0.0,N
25.0,3.738130181221514,4.0,2.261869818778486,1.0,1.0,2.0,4.0,0.0,N
31.340329650204005,3.0,3.0,2.0,1.0,0.0,3.0,3.3403296502040036,0.0,N
36.0,2.6081096803237256,3.6081096803237256,6.0,1.0,1.0,2.0,4.0,0.0,P
31.0,2.0,2.0,4.0,1.0,1.0,3.3937065487867093,3.0,0.3937065487867094,N
47.0,1.0,2.501233423475138,9.24938328826243,1.0,0.24938328826243095,3.0,3.0,0.0,N
25.0,4.0,4.0,2.0,1.0,1.0,1.7167761296455017,3.0,0.0,N
30.0,2.0,2.254668812840068,7.0,1.0,1.0,3.0,3.745331187159932,0.0,N
35.0,4.0,4.0,2.0,1.0,0.0,1.1240968636980737,4.0,0.0,P
39.17223642209604,3.8277635779039554,4.0,2.0,0.0,1.0,3.0,4.0,0.0,N
38.0,3.4969394415581965,2.7484697207790982,9.251530279220901,1.0,1.0,3.0,2.7484697207790982,0.0,N
33.20332672267687,4.0,3.7966732773231304,3.0,0.0,1.0,2.0,4.0,0.0,N
30.0,3.0,4.0,3.0,1.0,1.0,3.0,3.195003086992139,0.0,N
39.0,4.0,4.0,4.514085334145391,1.0,1.0,1.0,4.0,0.0,N
37.505572350364716,3.0,4.0,7.0,1.0,1.0,2.505572350364714,1.505572350364714,0.0,N
49.0,2.1179231066562276,3.1179231066562276,4.0,1.0,1.0,2.1179231066562276,3.1179231066562276,0.0,P
33.0,3.372032091092462,4.0,3.0,0.0,1.0,2.0,4.0,0.0,N
39.55176999241874,4.0,4.0,3.0,0.0,1.0,2.5517699924187416,4.0,0.0,N
42.28542919017327,4.0,4.0,5.0,1.0,1.0,1.0,4.0,0.0,P
26.0,3.4520646264328936,4.0,2.0,1.0,0.0,1.5479353735671064,4.0,0.0,N
24.194825078203582,4.0,4.0,3.805174921796418,1.0,1.0,1.0,4.0,0.0,N
30.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,0.0,P
44.84867002589765,1.0,2.1513299741023513,0.8486700258976487,1.0,0.15132997410235127,2.8486700258976487,3.0,0.0,P
30.060284295765946,4.0,4.0,3.0,0.0,0.06028429576594774,2.0,4.0,0.0,N
35.0,3.0,4.0,5.0,1.0,0.7316487072781961,1.0,3.731648707278196,0.2683512927218039,N
47.52778010629788,1.0,1.472219893702115,1.472219893702115,1.0,0.4722198937021148,2.527780106297885,3.472219893702115,0.5277801062978852,P
33.30977702693941,4.0,4.0,3.690222973060594,1.0,1.0,1.0,4.0,0.0,N
34.0,4.0,4.0,2.0,0.9071123889700253,1.0,1.0,4.0,0.0,N
44.0,1.5571952498114277,2.0,1.4428047501885723,1.0,0.44280475018857224,3.0,1.5571952498114277,0.0,P
31.275287283801898,4.0,4.0,4.0,1.0,0.2752872838018985,2.7247127161981015,4.0,0.0,N
46.0,1.0,2.0,8.809083908705752,1.0,0.19091609129424914,3.0,3.809083908705751,1.0,P
