state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,target
42.0,39.0,408.0,0.0,0.0,0.0,187.2,110.0,31.82,114.7,116.0,9.75,104.7,83.0,4.71,13.2,5.0,3.56,1.0,No
2.0,121.0,415.0,0.0,0.0,0.0,123.6,113.0,21.01,229.4,85.0,19.5,242.9,97.0,10.93,10.3,4.0,2.78,0.0,No
21.0,146.0,415.0,0.0,0.0,0.0,174.3,113.0,29.63,200.7,107.0,17.06,281.2,145.0,12.65,11.6,3.0,3.13,4.0,No
46.0,146.0,510.0,1.0,0.0,0.0,204.4,135.0,34.75,219.1,90.0,18.62,222.7,114.0,10.02,10.5,6.0,2.84,3.0,No
23.0,85.0,415.0,0.0,0.0,0.0,255.3,114.0,43.4,194.6,83.0,16.54,276.6,78.0,12.45,3.7,5.0,1.0,3.0,No
23.0,178.0,510.0,0.0,0.0,0.0,225.4,104.0,38.32,110.7,90.0,9.41,134.1,109.0,6.03,15.3,5.0,4.13,2.0,Yes
38.0,85.0,408.0,0.0,0.0,0.0,144.4,88.0,24.55,264.6,105.0,22.49,185.4,94.0,8.34,9.9,3.0,2.67,1.0,No
45.0,145.0,408.0,0.0,0.0,0.0,199.2,124.0,33.86,126.0,86.0,10.71,289.2,135.0,13.01,7.6,3.0,2.05,1.0,No
12.0,98.0,510.0,0.0,1.0,21.0,161.2,114.0,27.4,252.2,83.0,21.44,160.2,92.0,7.21,4.4,8.0,1.19,4.0,No
18.0,27.0,408.0,0.0,0.0,0.0,82.6,105.0,14.04,204.0,99.0,17.34,224.2,122.0,10.09,9.1,4.0,2.46,1.0,No
7.0,138.0,415.0,0.0,0.0,0.0,149.7,99.0,25.45,160.0,97.0,13.6,256.5,161.0,11.54,9.5,5.0,2.57,1.0,No
49.0,57.0,415.0,0.0,0.0,0.0,167.1,103.0,28.41,188.4,112.0,16.01,111.4,74.0,5.01,9.1,2.0,2.46,1.0,No
9.0,151.0,415.0,0.0,0.0,0.0,175.7,91.0,29.87,152.3,127.0,12.95,140.0,88.0,6.3,10.7,10.0,2.89,1.0,No
34.0,47.0,415.0,0.0,1.0,37.0,163.5,77.0,27.8,203.1,102.0,17.26,232.0,87.0,10.44,7.8,4.0,2.11,2.0,No
13.0,224.0,510.0,0.0,0.0,0.0,111.4,133.0,18.94,175.0,66.0,14.88,217.2,106.0,9.77,5.5,6.0,1.49,3.0,No
49.0,107.0,415.0,0.0,0.0,0.0,123.1,100.0,20.93,158.4,82.0,13.46,256.1,82.0,11.52,9.3,5.0,2.51,0.0,No
25.0,144.0,415.0,0.0,1.0,26.0,177.1,94.0,30.11,206.0,85.0,17.51,254.8,95.0,11.47,6.6,2.0,1.78,2.0,No
32.0,170.0,408.0,0.0,0.0,0.0,215.4,94.0,36.62,138.2,97.0,11.75,237.1,117.0,10.67,12.5,5.0,3.38,1.0,No
17.0,38.0,415.0,0.0,0.0,0.0,220.5,110.0,37.49,180.8,114.0,15.37,156.5,102.0,7.04,5.6,7.0,1.51,1.0,No
13.0,153.0,415.0,0.0,1.0,22.0,167.7,104.0,28.51,246.8,91.0,20.98,203.9,117.0,9.18,7.5,11.0,2.03,1.0,No
39.0,93.0,415.0,0.0,0.0,0.0,98.4,78.0,16.73,249.6,129.0,21.22,248.2,114.0,11.17,14.2,4.0,3.83,1.0,No
21.0,120.0,510.0,0.0,0.0,0.0,198.8,56.0,33.8,230.1,73.0,19.56,119.8,81.0,5.39,9.9,3.0,2.67,2.0,No
16.0,166.0,415.0,1.0,1.0,28.0,175.8,126.0,29.89,253.6,76.0,21.56,128.5,72.0,5.78,11.4,5.0,3.08,1.0,No
22.0,173.0,415.0,1.0,1.0,18.0,127.2,89.0,21.62,130.7,114.0,11.11,229.7,115.0,10.34,11.2,5.0,3.02,2.0,No
47.0,60.0,415.0,0.0,1.0,31.0,223.6,83.0,38.01,235.6,77.0,20.03,153.0,119.0,6.89,4.7,8.0,1.27,4.0,No
44.0,180.0,510.0,0.0,0.0,0.0,253.9,69.0,43.16,184.2,138.0,15.66,174.3,83.0,7.84,0.4,7.0,0.11,1.0,No
9.0,120.0,415.0,0.0,1.0,31.0,153.5,83.0,26.1,219.1,96.0,18.62,237.4,76.0,10.68,11.4,4.0,3.08,0.0,No
17.0,106.0,510.0,0.0,1.0,9.0,88.5,100.0,15.05,324.8,109.0,27.61,79.9,86.0,3.6,8.2,4.0,2.21,3.0,No
23.0,128.0,510.0,1.0,0.0,0.0,192.8,96.0,32.78,136.6,86.0,11.61,151.8,75.0,6.83,13.5,4.0,3.65,1.0,Yes
42.0,110.0,415.0,0.0,0.0,0.0,227.7,88.0,38.71,170.0,96.0,14.45,128.7,57.0,5.79,11.7,5.0,3.16,1.0,No
8.0,136.0,408.0,1.0,1.0,29.0,85.2,98.0,14.48,230.4,85.0,19.58,243.6,104.0,10.96,9.0,3.0,2.43,2.0,No
48.0,153.0,510.0,0.0,0.0,0.0,159.5,103.0,27.12,275.5,90.0,23.42,176.7,126.0,7.95,10.1,2.0,2.73,1.0,Yes
22.0,100.0,510.0,0.0,1.0,21.0,86.1,95.0,14.64,189.9,126.0,16.14,201.3,113.0,9.06,11.7,4.0,3.16,0.0,No
21.0,33.0,510.0,0.0,1.0,16.0,125.1,56.0,21.27,246.6,140.0,20.96,235.4,109.0,10.59,12.1,2.0,3.27,0.0,No
2.0,118.0,415.0,0.0,0.0,0.0,267.8,145.0,45.53,316.4,121.0,26.89,208.6,91.0,9.39,14.4,11.0,3.89,5.0,Yes
18.0,62.0,415.0,0.0,0.0,0.0,186.8,94.0,31.76,207.6,92.0,17.65,195.0,98.0,8.78,8.8,4.0,2.38,3.0,No
27.0,165.0,415.0,0.0,0.0,0.0,207.7,109.0,35.31,164.8,94.0,14.01,54.5,91.0,2.45,7.9,3.0,2.13,0.0,No
37.0,99.0,408.0,0.0,0.0,0.0,221.0,118.0,37.57,138.8,104.0,11.8,198.6,96.0,8.94,12.1,4.0,3.27,0.0,No
13.0,67.0,510.0,0.0,1.0,30.0,186.2,117.0,31.65,286.7,76.0,24.37,164.3,113.0,7.39,12.9,3.0,3.48,2.0,No
28.0,90.0,510.0,0.0,0.0,0.0,169.4,127.0,28.8,157.2,111.0,13.36,172.4,103.0,7.76,10.7,2.0,2.89,1.0,No
27.0,85.0,510.0,0.0,0.0,0.0,183.4,111.0,31.18,168.8,98.0,14.35,199.7,97.0,8.99,9.9,4.0,2.67,4.0,No
11.0,94.0,408.0,0.0,0.0,0.0,226.6,119.0,38.52,199.8,111.0,16.98,219.4,141.0,9.87,11.7,2.0,3.16,3.0,No
3.0,12.0,408.0,0.0,0.0,0.0,249.6,118.0,42.43,252.4,119.0,21.45,280.2,90.0,12.61,11.8,3.0,3.19,1.0,Yes
29.0,169.0,408.0,0.0,0.0,0.0,135.7,111.0,23.07,223.0,124.0,18.96,167.5,101.0,7.54,9.5,4.0,2.57,1.0,No
11.0,115.0,415.0,0.0,1.0,33.0,145.0,72.0,24.65,194.5,157.0,16.53,242.3,138.0,10.9,14.2,3.0,3.83,2.0,No
24.0,110.0,408.0,0.0,0.0,0.0,222.7,94.0,37.86,105.8,98.0,8.99,214.8,78.0,9.67,13.5,4.0,3.65,1.0,No
32.0,85.0,408.0,0.0,1.0,37.0,229.6,123.0,39.03,132.3,90.0,11.25,211.9,76.0,9.54,9.5,8.0,2.57,2.0,No
38.0,25.0,415.0,0.0,0.0,0.0,195.2,77.0,33.18,193.4,81.0,16.44,231.8,59.0,10.43,12.2,4.0,3.29,2.0,No
15.0,65.0,408.0,0.0,0.0,0.0,207.7,109.0,35.31,217.5,117.0,18.49,125.6,111.0,5.65,8.0,5.0,2.16,1.0,No
28.0,154.0,408.0,0.0,1.0,35.0,224.0,102.0,38.08,192.0,99.0,16.32,163.1,100.0,7.34,9.6,2.0,2.59,0.0,No
49.0,120.0,510.0,0.0,0.0,0.0,192.6,123.0,32.74,206.4,105.0,17.54,283.2,93.0,12.74,10.8,3.0,2.92,1.0,No
16.0,79.0,415.0,0.0,0.0,0.0,177.9,83.0,30.24,167.3,84.0,14.22,223.7,142.0,10.07,15.2,8.0,4.1,0.0,No
39.0,46.0,408.0,0.0,0.0,0.0,40.4,105.0,6.87,172.4,83.0,14.65,145.1,89.0,6.53,9.0,2.0,2.43,2.0,No
2.0,36.0,415.0,0.0,0.0,0.0,157.6,117.0,26.79,184.3,58.0,15.67,240.4,99.0,10.82,11.9,1.0,3.21,0.0,No
49.0,84.0,408.0,0.0,0.0,0.0,86.0,83.0,14.62,260.7,86.0,22.16,98.6,109.0,4.44,8.9,4.0,2.4,1.0,No
50.0,87.0,415.0,0.0,1.0,22.0,263.8,65.0,44.85,103.4,115.0,8.79,208.1,109.0,9.36,8.5,3.0,2.3,3.0,No
5.0,135.0,408.0,0.0,1.0,38.0,202.6,92.0,34.44,169.6,93.0,14.42,185.8,108.0,8.36,11.9,6.0,3.21,4.0,No
30.0,90.0,415.0,0.0,0.0,0.0,76.1,121.0,12.94,290.3,73.0,24.68,236.9,89.0,10.66,10.8,3.0,2.92,0.0,No
9.0,131.0,408.0,0.0,0.0,0.0,136.8,84.0,23.26,179.4,81.0,15.25,235.2,151.0,10.58,5.0,3.0,1.35,2.0,No
20.0,93.0,408.0,1.0,0.0,0.0,312.0,109.0,53.04,129.4,100.0,11.0,217.6,74.0,9.79,10.5,2.0,2.84,0.0,Yes
37.0,142.0,510.0,0.0,1.0,22.0,224.4,114.0,38.15,146.0,106.0,12.41,241.4,98.0,10.86,8.8,2.0,2.38,1.0,No
19.0,87.0,408.0,0.0,0.0,0.0,186.9,79.0,31.77,182.6,105.0,15.52,143.1,90.0,6.44,4.2,14.0,1.13,1.0,No
25.0,137.0,510.0,0.0,0.0,0.0,147.2,119.0,25.02,192.8,91.0,16.39,172.7,105.0,7.77,10.2,4.0,2.75,1.0,No
15.0,96.0,415.0,0.0,1.0,23.0,183.1,88.0,31.13,147.4,89.0,12.53,350.2,108.0,15.76,11.3,7.0,3.05,1.0,No
38.0,78.0,408.0,0.0,1.0,28.0,246.0,136.0,41.82,147.5,99.0,12.54,118.8,99.0,5.35,4.0,2.0,1.08,2.0,No
40.0,93.0,415.0,0.0,0.0,0.0,190.2,68.0,32.33,262.2,64.0,22.29,130.0,92.0,5.85,8.8,4.0,2.38,0.0,No
31.0,122.0,415.0,0.0,1.0,34.0,146.4,104.0,24.89,89.7,103.0,7.62,220.0,91.0,9.9,15.6,4.0,4.21,2.0,No
31.0,118.0,408.0,0.0,0.0,0.0,178.4,81.0,30.33,182.7,119.0,15.53,251.4,109.0,11.31,10.8,2.0,2.92,1.0,No
3.0,83.0,415.0,0.0,0.0,0.0,135.2,76.0,22.98,161.0,98.0,13.69,129.3,105.0,5.82,9.0,6.0,2.43,0.0,No
48.0,51.0,408.0,0.0,0.0,0.0,197.8,60.0,33.63,221.0,64.0,18.79,168.6,134.0,7.59,8.9,5.0,2.4,1.0,No
35.0,93.0,415.0,0.0,1.0,42.0,152.3,90.0,25.89,267.5,102.0,22.74,266.9,130.0,12.01,11.3,5.0,3.05,7.0,No
50.0,80.0,510.0,0.0,0.0,0.0,101.1,121.0,17.19,263.2,110.0,22.37,137.7,74.0,6.2,7.3,5.0,1.97,0.0,No
0.0,141.0,408.0,0.0,0.0,0.0,83.2,74.0,14.14,190.6,104.0,16.2,150.5,79.0,6.77,10.7,7.0,2.89,1.0,No
38.0,88.0,510.0,0.0,0.0,0.0,218.2,76.0,37.09,169.3,60.0,14.39,141.1,99.0,6.35,8.0,1.0,2.16,1.0,No
14.0,51.0,510.0,0.0,1.0,32.0,206.1,134.0,35.04,179.6,84.0,15.27,332.2,90.0,14.95,10.2,2.0,2.75,3.0,No
23.0,59.0,415.0,0.0,0.0,0.0,231.4,93.0,39.34,168.0,92.0,14.28,257.2,124.0,11.57,11.4,5.0,3.08,2.0,No
37.0,175.0,415.0,0.0,0.0,0.0,185.0,104.0,31.45,325.8,86.0,27.69,85.4,105.0,3.84,14.6,2.0,3.94,1.0,No
42.0,176.0,415.0,0.0,1.0,23.0,283.2,130.0,48.14,162.6,74.0,13.82,177.7,104.0,8.0,7.2,6.0,1.94,1.0,No
33.0,107.0,510.0,1.0,0.0,0.0,234.1,91.0,39.8,163.1,105.0,13.86,282.5,100.0,12.71,10.0,3.0,2.7,1.0,No
33.0,105.0,415.0,1.0,0.0,0.0,228.4,100.0,38.83,145.1,108.0,12.33,245.3,140.0,11.04,7.7,7.0,2.08,0.0,No
9.0,129.0,415.0,1.0,0.0,0.0,267.4,78.0,45.46,204.2,85.0,17.36,111.7,146.0,5.03,5.9,4.0,1.59,1.0,No
43.0,104.0,415.0,0.0,0.0,0.0,261.2,81.0,44.4,209.1,130.0,17.77,281.1,121.0,12.65,11.3,1.0,3.05,2.0,Yes
39.0,80.0,510.0,0.0,0.0,0.0,202.4,118.0,34.41,260.2,67.0,22.12,177.4,112.0,7.98,9.2,5.0,2.48,3.0,No
21.0,163.0,415.0,0.0,0.0,0.0,122.4,129.0,20.81,113.4,108.0,9.64,180.2,97.0,8.11,12.5,7.0,3.38,1.0,No
31.0,95.0,408.0,1.0,1.0,37.0,220.2,109.0,37.43,185.3,99.0,15.75,205.1,82.0,9.23,4.1,2.0,1.11,0.0,Yes
0.0,76.0,415.0,0.0,0.0,0.0,143.7,55.0,24.43,173.1,108.0,14.71,239.1,95.0,10.76,5.8,6.0,1.57,1.0,No
13.0,134.0,415.0,0.0,0.0,0.0,204.7,108.0,34.8,143.1,105.0,12.16,165.8,84.0,7.46,11.0,4.0,2.97,6.0,No
4.0,137.0,415.0,0.0,1.0,22.0,189.6,42.0,32.23,179.0,137.0,15.22,179.6,126.0,8.08,11.4,5.0,3.08,2.0,No
39.0,123.0,408.0,0.0,0.0,0.0,225.6,102.0,38.35,225.8,56.0,19.19,186.7,128.0,8.4,6.7,2.0,1.81,1.0,No
26.0,138.0,415.0,0.0,0.0,0.0,133.9,87.0,22.76,166.4,110.0,14.14,193.5,139.0,8.71,15.4,3.0,4.16,1.0,No
31.0,80.0,415.0,0.0,0.0,0.0,268.7,120.0,45.68,301.0,147.0,25.59,167.0,140.0,7.52,5.8,1.0,1.57,2.0,Yes
8.0,105.0,415.0,1.0,0.0,0.0,150.0,106.0,25.5,293.8,123.0,24.97,250.7,65.0,11.28,10.3,7.0,2.78,3.0,No
10.0,64.0,510.0,0.0,0.0,0.0,216.9,78.0,36.87,211.0,115.0,17.94,179.8,116.0,8.09,11.4,5.0,3.08,3.0,No
19.0,150.0,408.0,0.0,1.0,27.0,209.8,112.0,35.67,155.0,80.0,13.18,251.5,111.0,11.32,7.2,6.0,1.94,0.0,No
39.0,145.0,408.0,0.0,1.0,43.0,257.7,97.0,43.81,162.1,95.0,13.78,286.9,86.0,12.91,11.1,4.0,3.0,2.0,No
19.0,42.0,408.0,0.0,0.0,0.0,241.2,134.0,41.0,116.5,114.0,9.9,152.2,91.0,6.85,10.6,4.0,2.86,0.0,No
27.0,30.0,510.0,0.0,0.0,0.0,145.0,76.0,24.65,240.7,112.0,20.46,197.1,134.0,8.87,7.1,4.0,1.92,3.0,No
28.0,38.0,415.0,1.0,0.0,0.0,211.6,87.0,35.97,106.9,68.0,9.09,239.2,99.0,10.76,14.1,11.0,3.81,0.0,Yes
12.0,168.0,408.0,0.0,0.0,0.0,128.8,96.0,21.9,104.9,71.0,8.92,141.1,128.0,6.35,11.2,2.0,3.02,1.0,No
14.0,70.0,408.0,0.0,0.0,0.0,208.7,97.0,35.48,275.5,83.0,23.42,182.5,122.0,8.21,8.0,3.0,2.16,2.0,No
31.0,93.0,415.0,0.0,0.0,0.0,146.3,85.0,24.87,216.6,95.0,18.41,233.0,82.0,10.49,11.5,3.0,3.11,0.0,No
8.0,89.0,408.0,0.0,0.0,0.0,197.1,110.0,33.51,165.9,115.0,14.1,227.3,106.0,10.23,12.8,3.0,3.46,1.0,No
38.0,92.0,415.0,1.0,0.0,0.0,255.8,125.0,43.49,142.7,111.0,12.13,181.2,101.0,8.15,11.7,3.0,3.16,0.0,No
1.0,64.0,510.0,0.0,0.0,0.0,297.8,88.0,50.63,196.0,89.0,16.66,213.7,107.0,9.62,12.0,2.0,3.24,1.0,Yes
47.0,78.0,408.0,0.0,0.0,0.0,140.7,77.0,23.92,195.2,114.0,16.59,252.9,107.0,11.38,11.7,5.0,3.16,0.0,No
44.0,80.0,415.0,0.0,0.0,0.0,195.1,65.0,33.17,214.0,80.0,18.19,124.4,96.0,5.6,9.2,6.0,2.48,2.0,No
46.0,122.0,408.0,0.0,0.0,0.0,128.3,89.0,21.81,237.7,62.0,20.2,166.6,128.0,7.5,11.2,5.0,3.02,1.0,No
50.0,90.0,415.0,0.0,0.0,0.0,207.2,121.0,35.22,292.5,104.0,24.86,226.3,103.0,10.18,8.0,1.0,2.16,2.0,No
5.0,105.0,408.0,0.0,0.0,0.0,270.9,98.0,46.05,226.2,110.0,19.23,178.8,60.0,8.05,8.8,5.0,2.38,0.0,Yes
24.0,72.0,415.0,0.0,0.0,0.0,165.9,114.0,28.2,235.9,97.0,20.05,210.1,120.0,9.45,12.0,5.0,3.24,2.0,No
12.0,79.0,415.0,0.0,1.0,12.0,62.4,119.0,10.61,237.6,96.0,20.2,193.4,116.0,8.7,7.8,2.0,2.11,0.0,No
49.0,48.0,408.0,0.0,0.0,0.0,275.2,67.0,46.78,180.2,108.0,15.32,159.0,110.0,7.15,7.9,2.0,2.13,1.0,No
47.0,84.0,415.0,0.0,0.0,0.0,289.1,100.0,49.15,233.8,97.0,19.87,223.5,148.0,10.06,12.7,2.0,3.43,2.0,Yes
11.0,105.0,415.0,0.0,0.0,0.0,281.3,124.0,47.82,301.5,96.0,25.63,202.8,109.0,9.13,8.7,3.0,2.35,0.0,Yes
44.0,61.0,510.0,1.0,0.0,0.0,78.2,103.0,13.29,195.9,149.0,16.65,108.0,100.0,4.86,10.1,6.0,2.73,2.0,No
1.0,55.0,415.0,1.0,0.0,0.0,191.9,91.0,32.62,256.1,110.0,21.77,203.7,101.0,9.17,14.3,6.0,3.86,1.0,Yes
41.0,105.0,415.0,0.0,0.0,0.0,251.6,88.0,42.77,175.1,103.0,14.88,184.4,112.0,8.3,5.4,5.0,1.46,1.0,No
1.0,137.0,415.0,0.0,0.0,0.0,104.7,115.0,17.8,249.8,144.0,21.23,192.3,99.0,8.65,8.9,2.0,2.4,1.0,No
25.0,68.0,415.0,0.0,1.0,34.0,160.0,72.0,27.2,184.5,119.0,15.68,208.3,101.0,9.37,6.1,10.0,1.65,1.0,No
5.0,130.0,408.0,0.0,0.0,0.0,271.8,129.0,46.21,237.2,128.0,20.16,210.1,91.0,9.45,8.7,2.0,2.35,4.0,Yes
0.0,130.0,415.0,0.0,0.0,0.0,242.5,101.0,41.23,102.8,114.0,8.74,142.4,89.0,6.41,9.3,2.0,2.51,2.0,No
50.0,157.0,415.0,1.0,0.0,0.0,180.4,123.0,30.67,194.0,98.0,16.49,227.3,88.0,10.23,8.4,5.0,2.27,0.0,No
30.0,93.0,408.0,0.0,0.0,0.0,179.3,93.0,30.48,188.8,65.0,16.05,253.2,88.0,11.39,12.1,5.0,3.27,1.0,No
36.0,103.0,415.0,0.0,0.0,0.0,278.4,121.0,47.33,252.2,139.0,21.44,202.3,96.0,9.1,13.7,1.0,3.7,1.0,Yes
15.0,108.0,415.0,0.0,0.0,0.0,199.3,104.0,33.88,224.2,92.0,19.06,140.1,57.0,6.3,15.2,2.0,4.1,0.0,No
31.0,78.0,415.0,0.0,0.0,0.0,231.0,115.0,39.27,230.4,140.0,19.58,261.4,120.0,11.76,9.5,3.0,2.57,1.0,No
33.0,78.0,408.0,0.0,0.0,0.0,75.0,116.0,12.75,248.7,87.0,21.14,176.0,83.0,7.92,9.5,6.0,2.57,3.0,No
2.0,33.0,408.0,0.0,0.0,0.0,251.9,81.0,42.82,194.6,96.0,16.54,211.2,87.0,9.5,8.4,3.0,2.27,2.0,No
26.0,125.0,510.0,0.0,0.0,0.0,143.2,80.0,24.34,88.1,94.0,7.49,233.2,135.0,10.49,8.8,7.0,2.38,4.0,Yes
33.0,124.0,415.0,0.0,0.0,0.0,234.4,61.0,39.85,179.3,111.0,15.24,285.5,117.0,12.85,10.4,6.0,2.81,3.0,No
1.0,123.0,415.0,0.0,0.0,0.0,132.6,100.0,22.54,198.8,102.0,16.9,168.9,105.0,7.6,0.0,0.0,0.0,1.0,No
19.0,98.0,415.0,0.0,0.0,0.0,182.6,76.0,31.04,145.2,75.0,12.34,162.6,127.0,7.32,12.0,1.0,3.24,6.0,Yes
41.0,131.0,510.0,0.0,0.0,0.0,187.9,110.0,31.94,200.5,101.0,17.04,202.6,125.0,9.12,10.2,11.0,2.75,2.0,No
16.0,137.0,408.0,0.0,0.0,0.0,205.9,88.0,35.0,209.3,86.0,17.79,289.9,84.0,13.05,14.5,4.0,3.92,2.0,No
25.0,101.0,408.0,0.0,0.0,0.0,239.0,156.0,40.63,273.0,106.0,23.21,278.2,93.0,12.52,13.5,8.0,3.65,1.0,Yes
8.0,139.0,408.0,0.0,0.0,0.0,139.0,110.0,23.63,132.9,93.0,11.3,272.0,120.0,12.24,12.1,1.0,3.27,0.0,No
16.0,152.0,408.0,0.0,1.0,39.0,243.1,137.0,41.33,236.7,103.0,20.12,191.2,118.0,8.6,9.9,3.0,2.67,1.0,No
32.0,56.0,408.0,0.0,0.0,0.0,146.1,57.0,24.84,196.2,97.0,16.68,310.1,110.0,13.95,9.2,3.0,2.48,0.0,No
2.0,97.0,415.0,0.0,1.0,35.0,203.1,104.0,34.53,211.8,91.0,18.0,246.1,105.0,11.07,9.7,6.0,2.62,0.0,No
43.0,71.0,415.0,0.0,1.0,39.0,183.2,103.0,31.14,209.4,111.0,17.8,172.4,109.0,7.76,11.9,6.0,3.21,1.0,No
34.0,147.0,510.0,0.0,1.0,33.0,251.5,107.0,42.76,234.1,110.0,19.9,213.4,87.0,9.6,10.4,6.0,2.81,3.0,No
0.0,101.0,510.0,0.0,0.0,0.0,174.9,105.0,29.73,262.0,75.0,22.27,210.0,93.0,9.45,8.5,5.0,2.3,1.0,No
5.0,63.0,408.0,1.0,1.0,21.0,151.5,99.0,25.76,147.8,89.0,12.56,210.4,114.0,9.47,10.0,4.0,2.7,1.0,No
7.0,106.0,415.0,0.0,0.0,0.0,147.7,105.0,25.11,215.0,129.0,18.28,267.2,95.0,12.02,11.0,3.0,2.97,1.0,No
33.0,83.0,510.0,0.0,1.0,31.0,129.8,87.0,22.07,183.4,110.0,15.59,169.4,40.0,7.62,14.3,6.0,3.86,1.0,No
10.0,56.0,415.0,0.0,0.0,0.0,245.5,39.0,41.74,231.8,116.0,19.7,156.9,68.0,7.06,10.1,10.0,2.73,5.0,No
40.0,142.0,510.0,0.0,0.0,0.0,204.2,98.0,34.71,188.9,85.0,16.06,231.2,136.0,10.4,6.5,6.0,1.76,1.0,No
23.0,123.0,408.0,0.0,0.0,0.0,236.2,135.0,40.15,273.9,88.0,23.28,227.0,77.0,10.22,10.1,6.0,2.73,2.0,Yes
32.0,105.0,408.0,0.0,0.0,0.0,146.4,81.0,24.89,225.1,80.0,19.13,230.1,117.0,10.35,8.5,2.0,2.3,1.0,No
8.0,224.0,510.0,1.0,0.0,0.0,171.5,99.0,29.16,160.0,103.0,13.6,212.4,102.0,9.56,5.0,2.0,1.35,1.0,Yes
10.0,93.0,408.0,0.0,1.0,21.0,134.2,105.0,22.81,162.5,128.0,13.81,186.6,90.0,8.4,11.8,2.0,3.19,4.0,Yes
10.0,120.0,408.0,0.0,0.0,0.0,98.2,99.0,16.69,186.7,85.0,15.87,146.7,96.0,6.6,9.3,4.0,2.51,2.0,No
0.0,41.0,415.0,0.0,0.0,0.0,159.3,66.0,27.08,125.9,75.0,10.7,261.9,76.0,11.79,11.1,5.0,3.0,1.0,No
49.0,99.0,408.0,0.0,1.0,12.0,119.9,83.0,20.38,237.7,98.0,20.2,187.6,159.0,8.44,16.6,2.0,4.48,1.0,No
10.0,111.0,415.0,0.0,0.0,0.0,129.1,92.0,21.95,148.9,132.0,12.66,264.0,103.0,11.88,16.8,7.0,4.54,2.0,No
19.0,113.0,510.0,0.0,0.0,0.0,193.1,93.0,32.83,206.4,85.0,17.54,215.9,102.0,9.72,11.1,2.0,3.0,1.0,No
37.0,76.0,415.0,0.0,0.0,0.0,169.5,77.0,28.82,124.0,87.0,10.54,219.4,92.0,9.87,10.0,3.0,2.7,0.0,No
0.0,98.0,415.0,0.0,0.0,0.0,237.5,130.0,40.38,213.2,85.0,18.12,194.1,107.0,8.73,10.1,3.0,2.73,0.0,No
15.0,154.0,510.0,0.0,1.0,32.0,192.3,82.0,32.69,165.3,134.0,14.05,205.0,74.0,9.23,9.0,1.0,2.43,2.0,No
44.0,36.0,415.0,0.0,1.0,16.0,149.4,111.0,25.4,131.8,113.0,11.2,132.7,87.0,5.97,6.7,2.0,1.81,0.0,No
24.0,167.0,415.0,1.0,0.0,0.0,244.8,91.0,41.62,60.8,105.0,5.17,176.7,110.0,7.95,10.7,3.0,2.89,2.0,No
1.0,83.0,408.0,0.0,0.0,0.0,202.3,87.0,34.39,201.5,111.0,17.13,101.7,82.0,4.58,6.8,4.0,1.84,0.0,No
29.0,74.0,415.0,0.0,1.0,25.0,194.6,84.0,33.08,119.9,103.0,10.19,175.5,75.0,7.9,13.1,2.0,3.54,2.0,No
31.0,135.0,415.0,0.0,0.0,0.0,191.7,125.0,32.59,284.2,100.0,24.16,211.7,87.0,9.53,12.5,2.0,3.38,0.0,No
24.0,98.0,415.0,0.0,0.0,0.0,221.2,80.0,37.6,213.6,104.0,18.16,291.8,89.0,13.13,11.9,3.0,3.21,4.0,No
36.0,103.0,510.0,0.0,0.0,0.0,267.0,97.0,45.39,204.3,151.0,17.37,246.9,67.0,11.11,11.3,7.0,3.05,1.0,Yes
20.0,5.0,408.0,0.0,0.0,0.0,198.7,108.0,33.78,146.7,86.0,12.47,216.8,95.0,9.76,9.5,3.0,2.57,2.0,No
13.0,166.0,415.0,0.0,0.0,0.0,220.7,106.0,37.52,177.8,118.0,15.11,206.1,102.0,9.27,12.4,9.0,3.35,1.0,No
9.0,120.0,415.0,0.0,0.0,0.0,184.5,103.0,31.37,209.0,86.0,17.77,169.7,70.0,7.64,10.2,6.0,2.75,2.0,No
1.0,97.0,415.0,0.0,0.0,0.0,164.3,106.0,27.93,182.3,97.0,15.5,183.9,93.0,8.28,12.1,2.0,3.27,1.0,No
38.0,72.0,415.0,0.0,0.0,0.0,180.0,109.0,30.6,292.7,96.0,24.88,194.9,114.0,8.77,10.8,4.0,2.92,0.0,No
40.0,125.0,408.0,0.0,0.0,0.0,143.6,119.0,24.41,238.5,119.0,20.27,173.6,89.0,7.81,10.9,4.0,2.94,2.0,No
24.0,110.0,415.0,0.0,0.0,0.0,178.5,124.0,30.35,146.9,141.0,12.49,217.1,102.0,9.77,9.9,7.0,2.67,1.0,No
47.0,106.0,408.0,0.0,0.0,0.0,193.6,66.0,32.91,238.2,82.0,20.25,176.4,107.0,7.94,12.9,3.0,3.48,0.0,No
47.0,167.0,415.0,0.0,0.0,0.0,169.2,124.0,28.76,173.3,108.0,14.73,216.5,64.0,9.74,12.4,4.0,3.35,4.0,Yes
43.0,112.0,415.0,0.0,0.0,0.0,214.8,112.0,36.52,209.7,104.0,17.82,164.4,97.0,7.4,9.4,5.0,2.54,3.0,No
33.0,95.0,415.0,0.0,1.0,35.0,238.3,86.0,40.51,258.1,132.0,21.94,194.9,72.0,8.77,13.1,4.0,3.54,5.0,No
